Student ID,Roll No,Name,Code,Total Marks,Obtained Marks,Credits
38,1013,C++,102,100,92,3
38,1013,English,103,100,85,2
38,1013,Data Structures,104,100,79,4
38,1013,Networking,105,100,88,3
43,1014,Mathematics,101,100,78,4
43,1014,C++,102,100,85,3
43,1014,English,103,100,72,2
43,1014,Data Structures,104,100,91,4
43,1014,Networking,105,100,66,3
44,1015,Mathematics,101,100,95,4
44,1015,C++,102,100,92,3
44,1015,English,103,100,85,2
44,1015,Data Structures,104,100,79,4
44,1015,Networking,105,100,88,3
49,1016,Mathematics,101,100,78,4
49,1016,C++,102,100,85,3
49,1016,English,103,100,72,2
49,1016,Data Structures,104,100,91,4
49,1016,Networking,105,100,66,3
50,1017,Mathematics,101,100,95,4
50,1017,C++,102,100,92,3
50,1017,English,103,100,85,2
50,1017,Data Structures,104,100,79,4
50,1017,Networking,105,100,88,3
55,1018,Mathematics,101,100,78,4
55,1018,C++,102,100,85,3
55,1018,English,103,100,72,2
55,1018,Data Structures,104,100,91,4
55,1018,Networking,105,100,66,3
56,1019,Mathematics,101,100,95,4
56,1019,C++,102,100,92,3
56,1019,English,103,100,85,2
56,1019,Data Structures,104,100,79,4
56,1019,Networking,105,100,88,3
61,1020,Mathematics,101,100,78,4
61,1020,C++,102,100,85,3
61,1020,English,103,100,72,2
61,1020,Data Structures,104,100,91,4
61,1020,Networking,105,100,66,3
62,1021,Mathematics,101,100,95,4
62,1021,C++,102,100,92,3
62,1021,English,103,100,85,2
62,1021,Data Structures,104,100,79,4
62,1021,Networking,105,100,88,3
67,1022,Mathematics,101,100,78,4
67,1022,C++,102,100,85,3
67,1022,English,103,100,72,2
67,1022,Data Structures,104,100,91,4
67,1022,Networking,105,100,66,3
68,1023,Mathematics,101,100,95,4
68,1023,C++,102,100,92,3
68,1023,English,103,100,85,2
68,1023,Data Structures,104,100,79,4
68,1023,Networking,105,100,88,3
73,1024,Mathematics,101,100,78,4
73,1024,C++,102,100,85,3
73,1024,English,103,100,72,2
73,1024,Data Structures,104,100,91,4
73,1024,Networking,105,100,66,3
74,1025,Mathematics,101,100,95,4
74,1025,C++,102,100,92,3
74,1025,English,103,100,85,2
74,1025,Data Structures,104,100,79,4
74,1025,Networking,105,100,88,3
79,1026,Mathematics,101,100,78,4
79,1026,C++,102,100,85,3
79,1026,English,103,100,72,2
79,1026,Data Structures,104,100,91,4
79,1026,Networking,105,100,66,3
80,1027,Mathematics,101,100,95,4
80,1027,C++,102,100,92,3
80,1027,English,103,100,85,2
80,1027,Data Structures,104,100,79,4
80,1027,Networking,105,100,88,3
85,1028,Mathematics,101,100,78,4
85,1028,C++,102,100,85,3
85,1028,English,103,100,72,2
85,1028,Data Structures,104,100,91,4
85,1028,Networking,105,100,66,3
86,1029,Mathematics,101,100,95,4
86,1029,C++,102,100,92,3
86,1029,English,103,100,85,2
86,1029,Data Structures,104,100,79,4
86,1029,Networking,105,100,88,3
91,1030,Mathematics,101,100,78,4
91,1030,C++,102,100,85,3
91,1030,English,103,100,72,2
91,1030,Data Structures,104,100,91,4
91,1030,Networking,105,100,66,3
92,1031,Mathematics,101,100,95,4
92,1031,C++,102,100,92,3
92,1031,English,103,100,85,2
92,1031,Data Structures,104,100,79,4
92,1031,Networking,105,100,88,3
97,1032,Mathematics,101,100,78,4
97,1032,C++,102,100,85,3
97,1032,English,103,100,72,2
97,1032,Data Structures,104,100,91,4
97,1032,Networking,105,100,66,3
98,1033,Mathematics,101,100,95,4
98,1033,C++,102,100,92,3
98,1033,English,103,100,85,2
98,1033,Data Structures,104,100,79,4
98,1033,Networking,105,100,88,3
103,1034,Mathematics,101,100,78,4
103,1034,C++,102,100,85,3
103,1034,English,103,100,72,2
103,1034,Data Structures,104,100,91,4
103,1034,Networking,105,100,66,3
104,1035,Mathematics,101,100,95,4
104,1035,C++,102,100,92,3
104,1035,English,103,100,85,2
104,1035,Data Structures,104,100,79,4
104,1035,Networking,105,100,88,3
109,1036,Mathematics,101,100,78,4
109,1036,C++,102,100,85,3
109,1036,English,103,100,72,2
109,1036,Data Structures,104,100,91,4
109,1036,Networking,105,100,66,3
110,1037,Mathematics,101,100,95,4
110,1037,C++,102,100,92,3
110,1037,English,103,100,85,2
110,1037,Data Structures,104,100,79,4
110,1037,Networking,105,100,88,3
115,1038,Mathematics,101,100,78,4
115,1038,C++,102,100,85,3
115,1038,English,103,100,72,2
115,1038,Data Structures,104,100,91,4
115,1038,Networking,105,100,66,3
116,1039,Mathematics,101,100,95,4
116,1039,C++,102,100,92,3
116,1039,English,103,100,85,2
116,1039,Data Structures,104,100,79,4
116,1039,Networking,105,100,88,3
121,1040,Mathematics,101,100,78,4
121,1040,C++,102,100,85,3
121,1040,English,103,100,72,2
121,1040,Data Structures,104,100,91,4
121,1040,Networking,105,100,66,3
122,1041,Mathematics,101,100,95,4
122,1041,C++,102,100,92,3
122,1041,English,103,100,85,2
122,1041,Data Structures,104,100,79,4
122,1041,Networking,105,100,88,3
127,1042,Mathematics,101,100,78,4
127,1042,C++,102,100,85,3
127,1042,English,103,100,72,2
127,1042,Data Structures,104,100,91,4
127,1042,Networking,105,100,66,3
128,1043,Mathematics,101,100,95,4
128,1043,C++,102,100,92,3
128,1043,English,103,100,85,2
128,1043,Data Structures,104,100,79,4
128,1043,Networking,105,100,88,3
133,1044,Mathematics,101,100,78,4
133,1044,C++,102,100,85,3
133,1044,English,103,100,72,2
133,1044,Data Structures,104,100,91,4
133,1044,Networking,105,100,66,3
134,1045,Mathematics,101,100,95,4
134,1045,C++,102,100,92,3
134,1045,English,103,100,85,2
134,1045,Data Structures,104,100,79,4
134,1045,Networking,105,100,88,3
139,1046,Mathematics,101,100,78,4
139,1046,C++,102,100,85,3
139,1046,English,103,100,72,2
139,1046,Data Structures,104,100,91,4
139,1046,Networking,105,100,66,3
140,1047,Mathematics,101,100,95,4
140,1047,C++,102,100,92,3
140,1047,English,103,100,85,2
140,1047,Data Structures,104,100,79,4
140,1047,Networking,105,100,88,3
145,1048,Mathematics,101,100,78,4
145,1048,C++,102,100,85,3
145,1048,English,103,100,72,2
145,1048,Data Structures,104,100,91,4
145,1048,Networking,105,100,66,3
146,1049,Mathematics,101,100,95,4
146,1049,C++,102,100,92,3
146,1049,English,103,100,85,2
146,1049,Data Structures,104,100,79,4
146,1049,Networking,105,100,88,3
151,1050,Mathematics,101,100,78,4
151,1050,C++,102,100,85,3
151,1050,English,103,100,72,2
151,1050,Data Structures,104,100,91,4
151,1050,Networking,105,100,66,3
152,1051,Mathematics,101,100,95,4
152,1051,C++,102,100,92,3
152,1051,English,103,100,85,2
152,1051,Data Structures,104,100,79,4
152,1051,Networking,105,100,88,3
157,1052,Mathematics,101,100,78,4
157,1052,C++,102,100,85,3
157,1052,English,103,100,72,2
157,1052,Data Structures,104,100,91,4
157,1052,Networking,105,100,66,3
158,1053,Mathematics,101,100,95,4
158,1053,C++,102,100,92,3
158,1053,English,103,100,85,2
158,1053,Data Structures,104,100,79,4
158,1053,Networking,105,100,88,3
163,1054,Mathematics,101,100,78,4
163,1054,C++,102,100,85,3
163,1054,English,103,100,72,2
163,1054,Data Structures,104,100,91,4
163,1054,Networking,105,100,66,3
164,1055,Mathematics,101,100,95,4
164,1055,C++,102,100,92,3
164,1055,English,103,100,85,2
164,1055,Data Structures,104,100,79,4
164,1055,Networking,105,100,88,3
169,1056,Mathematics,101,100,78,4
169,1056,C++,102,100,85,3
169,1056,English,103,100,72,2
169,1056,Data Structures,104,100,91,4
169,1056,Networking,105,100,66,3
170,1057,Mathematics,101,100,95,4
170,1057,C++,102,100,92,3
170,1057,English,103,100,85,2
170,1057,Data Structures,104,100,79,4
170,1057,Networking,105,100,88,3
175,1058,Mathematics,101,100,78,4
175,1058,C++,102,100,85,3
175,1058,English,103,100,72,2
175,1058,Data Structures,104,100,91,4
175,1058,Networking,105,100,66,3
176,1059,Mathematics,101,100,95,4
176,1059,C++,102,100,92,3
176,1059,English,103,100,85,2
176,1059,Data Structures,104,100,79,4
176,1059,Networking,105,100,88,3
181,1060,Mathematics,101,100,78,4
181,1060,C++,102,100,85,3
181,1060,English,103,100,72,2
181,1060,Data Structures,104,100,91,4
181,1060,Networking,105,100,66,3
182,1061,Mathematics,101,100,95,4
182,1061,C++,102,100,92,3
182,1061,English,103,100,85,2
182,1061,Data Structures,104,100,79,4
182,1061,Networking,105,100,88,3
187,1062,Mathematics,101,100,78,4
187,1062,C++,102,100,85,3
187,1062,English,103,100,72,2
187,1062,Data Structures,104,100,91,4
187,1062,Networking,105,100,66,3
188,1063,Mathematics,101,100,95,4
188,1063,C++,102,100,92,3
188,1063,English,103,100,85,2
188,1063,Data Structures,104,100,79,4
188,1063,Networking,105,100,88,3
193,1064,Mathematics,101,100,78,4
193,1064,C++,102,100,85,3
193,1064,English,103,100,72,2
193,1064,Data Structures,104,100,91,4
193,1064,Networking,105,100,66,3
194,1065,Mathematics,101,100,95,4
194,1065,C++,102,100,92,3
194,1065,English,103,100,85,2
194,1065,Data Structures,104,100,79,4
194,1065,Networking,105,100,88,3
199,1066,Mathematics,101,100,78,4
199,1066,C++,102,100,85,3
199,1066,English,103,100,72,2
199,1066,Data Structures,104,100,91,4
199,1066,Networking,105,100,66,3
200,1067,Mathematics,101,100,95,4
200,1067,C++,102,100,92,3
200,1067,English,103,100,85,2
200,1067,Data Structures,104,100,79,4
200,1067,Networking,105,100,88,3
205,1068,Mathematics,101,100,78,4
205,1068,C++,102,100,85,3
205,1068,English,103,100,72,2
205,1068,Data Structures,104,100,91,4
205,1068,Networking,105,100,66,3
206,1069,Mathematics,101,100,95,4
206,1069,C++,102,100,92,3
206,1069,English,103,100,85,2
206,1069,Data Structures,104,100,79,4
206,1069,Networking,105,100,88,3
211,1070,Mathematics,101,100,78,4
211,1070,C++,102,100,85,3
211,1070,English,103,100,72,2
211,1070,Data Structures,104,100,91,4
211,1070,Networking,105,100,66,3
212,1071,Mathematics,101,100,95,4
212,1071,C++,102,100,92,3
212,1071,English,103,100,85,2
212,1071,Data Structures,104,100,79,4
212,1071,Networking,105,100,88,3
217,1072,Mathematics,101,100,78,4
217,1072,C++,102,100,85,3
217,1072,English,103,100,72,2
217,1072,Data Structures,104,100,91,4
217,1072,Networking,105,100,66,3
218,1073,Mathematics,101,100,95,4
218,1073,C++,102,100,92,3
218,1073,English,103,100,85,2
218,1073,Data Structures,104,100,79,4
218,1073,Networking,105,100,88,3
223,1074,Mathematics,101,100,78,4
223,1074,C++,102,100,85,3
223,1074,English,103,100,72,2
223,1074,Data Structures,104,100,91,4
223,1074,Networking,105,100,66,3
224,1075,Mathematics,101,100,95,4
224,1075,C++,102,100,92,3
224,1075,English,103,100,85,2
224,1075,Data Structures,104,100,79,4
224,1075,Networking,105,100,88,3
229,1076,Mathematics,101,100,78,4
229,1076,C++,102,100,85,3
229,1076,English,103,100,72,2
229,1076,Data Structures,104,100,91,4
229,1076,Networking,105,100,66,3
230,1077,Mathematics,101,100,95,4
230,1077,C++,102,100,92,3
230,1077,English,103,100,85,2
230,1077,Data Structures,104,100,79,4
230,1077,Networking,105,100,88,3
235,1078,Mathematics,101,100,78,4
235,1078,C++,102,100,85,3
235,1078,English,103,100,72,2
235,1078,Data Structures,104,100,91,4
235,1078,Networking,105,100,66,3
236,1079,Mathematics,101,100,95,4
236,1079,C++,102,100,92,3
236,1079,English,103,100,85,2
236,1079,Data Structures,104,100,79,4
236,1079,Networking,105,100,88,3
241,1080,Mathematics,101,100,78,4
241,1080,C++,102,100,85,3
241,1080,English,103,100,72,2
241,1080,Data Structures,104,100,91,4
241,1080,Networking,105,100,66,3
242,1081,Mathematics,101,100,95,4
242,1081,C++,102,100,92,3
242,1081,English,103,100,85,2
242,1081,Data Structures,104,100,79,4
242,1081,Networking,105,100,88,3
247,1082,Mathematics,101,100,78,4
247,1082,C++,102,100,85,3
247,1082,English,103,100,72,2
247,1082,Data Structures,104,100,91,4
247,1082,Networking,105,100,66,3
